image,mask,chip_id,xmin,ymin,xmax,ymax,crs,width_px,height_px
data/annotations/jardins_seg/images/r0000_c0000.png,data/annotations/jardins_seg/masks/r0000_c0000.png,r0000_c0000,328246.436,7390821.889,328348.836,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0001.png,data/annotations/jardins_seg/masks/r0000_c0001.png,r0000_c0001,328348.836,7390821.889,328451.236,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0002.png,data/annotations/jardins_seg/masks/r0000_c0002.png,r0000_c0002,328451.236,7390821.889,328553.636,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0003.png,data/annotations/jardins_seg/masks/r0000_c0003.png,r0000_c0003,328553.636,7390821.889,328656.036,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0004.png,data/annotations/jardins_seg/masks/r0000_c0004.png,r0000_c0004,328656.036,7390821.889,328758.436,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0005.png,data/annotations/jardins_seg/masks/r0000_c0005.png,r0000_c0005,328758.436,7390821.889,328860.836,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0006.png,data/annotations/jardins_seg/masks/r0000_c0006.png,r0000_c0006,328860.836,7390821.889,328963.236,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0007.png,data/annotations/jardins_seg/masks/r0000_c0007.png,r0000_c0007,328963.236,7390821.889,329065.636,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0008.png,data/annotations/jardins_seg/masks/r0000_c0008.png,r0000_c0008,329065.636,7390821.889,329168.036,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0009.png,data/annotations/jardins_seg/masks/r0000_c0009.png,r0000_c0009,329168.036,7390821.889,329270.436,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0010.png,data/annotations/jardins_seg/masks/r0000_c0010.png,r0000_c0010,329270.436,7390821.889,329372.836,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0011.png,data/annotations/jardins_seg/masks/r0000_c0011.png,r0000_c0011,329372.836,7390821.889,329475.236,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0012.png,data/annotations/jardins_seg/masks/r0000_c0012.png,r0000_c0012,329475.236,7390821.889,329577.636,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0013.png,data/annotations/jardins_seg/masks/r0000_c0013.png,r0000_c0013,329577.636,7390821.889,329680.036,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0014.png,data/annotations/jardins_seg/masks/r0000_c0014.png,r0000_c0014,329680.036,7390821.889,329782.436,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0015.png,data/annotations/jardins_seg/masks/r0000_c0015.png,r0000_c0015,329782.436,7390821.889,329884.836,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0016.png,data/annotations/jardins_seg/masks/r0000_c0016.png,r0000_c0016,329884.836,7390821.889,329987.236,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0017.png,data/annotations/jardins_seg/masks/r0000_c0017.png,r0000_c0017,329987.236,7390821.889,330089.636,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0018.png,data/annotations/jardins_seg/masks/r0000_c0018.png,r0000_c0018,330089.636,7390821.889,330192.036,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0019.png,data/annotations/jardins_seg/masks/r0000_c0019.png,r0000_c0019,330192.036,7390821.889,330294.436,7390924.289,EPSG:31983,1024,1024
data/annotations/jardins_seg/images/r0000_c0020.png,data/annotations/jardins_seg/masks/r0000_c0020.png,r0000_c0020,330294.436,7390821.889,330396.836,7390924.289,EPSG:31983,1024,1024
